Country,State,District,Year,"Enrolled Trainees Under Craftsmen Training Scheme (UOM:Number), Scaling Factor:1","Institutes For Training Under Craftsmen Training Scheme Scheme (UOM:Number), Scaling Factor:1","Seating Capacity Of Training Centers (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2021",2543,27,9432
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2021",3735,41,11048
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2021",486,5,872
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2021",2115,25,4516
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2021",1462,13,3152
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2021",1077,15,2908
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2021",1006,11,2216
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2021",1744,32,4364
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2021",5378,50,7988
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2021",2802,27,7200
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2021",1668,17,3368
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2021",1325,13,2684
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2021",0,0,0
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2021",776,10,1248
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2021",1261,16,2512
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2021",2876,25,4580
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2021",1379,15,3232
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2021",3168,35,7688
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2021",2415,33,6928
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2021",2386,20,4464
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2021",3429,38,7108
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2021",2029,23,4208
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2021",1373,19,3576
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2021",1017,10,1944
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2021",1003,10,1744
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2021",3058,28,5484
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2021",484,7,872
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2021",1169,14,2568
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2021",864,13,1724
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2021",1652,13,4696
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2021",664,10,1580
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2021",1703,17,2636
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2021",7590,45,13664
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2021",3414,10,4928
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2021",7806,31,12236
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2021",3339,26,5844
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2021",3963,41,7216
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2021",4566,22,7664
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2021",7411,52,14200
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2021",3445,17,5392
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2021",2447,17,4184
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2021",3542,23,6512
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2021",2685,16,4912
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2021",2974,22,5332
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2021",891,8,1632
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2021",10661,90,22744
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2021",2073,12,3280
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2021",7422,52,14220
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2021",4390,20,7524
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2021",3445,14,7924
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2021",10264,90,24548
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2021",5051,25,8020
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2021",2375,11,4184
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2021",9614,52,17088
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2021",2624,17,4708
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2021",2600,13,4472
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2021",11564,65,25984
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2021",4198,20,7044
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2021",3252,17,6020
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2021",4333,26,8044
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2021",4827,19,8608
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2021",1302,9,1968
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2021",5496,38,11528
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2021",5082,19,8660
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2021",4603,15,7904
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2021",3069,22,5768
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2021",1525,6,1840
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2021",5375,21,8080
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2021",147,1,288
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2021",0,0,0
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2021",456,3,696
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2021",222,2,472
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2021",5,1,24
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2021",268,1,676
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2021",25,1,160
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2021",0,0,0
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2021",27,1,116
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2021",13,1,20
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2021",0,0,0
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2021",106,1,244
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2021",0,0,0
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2021",80,1,92
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2021",12,1,24
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2021",0,0,0
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2021",4,1,24
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2021",12,1,24
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2021",14,1,44
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2021",17,1,24
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2021",5962,27,9268
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2021",1849,11,2564
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2021",9715,51,14264
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2021",1495,10,2392
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2021",4586,25,7488
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2021",515,2,588
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2021",8232,33,13216
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2021",492,3,588
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2021",3202,16,4564
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2021",756,6,1464
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2021",10036,39,14736
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2021",3646,17,5552
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2021",3302,29,7596
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2021",1515,7,1848
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2021",910,4,1720
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2021",556,1,664
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2021",2494,18,4096
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2021",3414,15,4304
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2021",7014,45,12564
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2021",2751,11,3608
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2021",491,2,560
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2021",7051,44,11472
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2021",731,5,952
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2021",1290,10,2588
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2021",685,4,1100
India,Odisha,Puri,"Financial Year (Apr - Mar), 2021",1804,16,3204
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2021",915,10,2028
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2021",1925,8,2820
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2021",755,1,840
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2021",7662,32,12752
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2021",426,2,676
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2021",77,1,88
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2021",570,10,1452
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2021",59,1,64
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2021",3661,22,6740
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2021",1535,7,2032
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2021",4225,24,6444
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2021",1435,11,2760
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2021",800,4,1296
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2021",2951,21,6088
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2021",1049,13,3000
India,Punjab,Gurdaspur,"Financial Year (Apr - Mar), 2021",3819,22,7716
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2021",2740,24,6212
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2021",1492,15,4416
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2021",1107,12,3192
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2021",5326,28,9156
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2021",2028,14,3044
India,Punjab,Moga,"Financial Year (Apr - Mar), 2021",2999,25,8336
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2021",1690,7,2780
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2021",5905,31,10848
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2021",1500,8,2728
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2021",1488,11,3152
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2021",3263,21,5636
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2021",811,6,1504
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2021",1106,13,3368
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2021",1140,11,2548
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2021",4992,57,12072
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2021",13922,121,24456
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2021",1158,8,2596
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2021",3043,34,5224
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2021",2725,28,4892
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2021",11467,97,17008
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2021",3435,34,7440
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2021",1956,27,5780
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2021",3419,38,6212
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2021",2269,28,6616
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2021",4188,48,9392
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2021",15433,115,25784
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2021",3609,38,5300
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2021",683,8,1620
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2021",2835,37,7136
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2021",2431,37,7316
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2021",28727,262,50188
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2021",625,5,1444
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2021",425,6,1360
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2021",1757,30,4008
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2021",6378,83,17936
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2021",4722,57,10712
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2021",6524,45,11832
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2021",7220,67,13416
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2021",7301,78,15124
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2021",1158,16,3344
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2021",492,6,1380
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2021",960,9,1920
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2021",3739,34,8308
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2021",8960,126,21532
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2021",613,6,1568
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2021",4485,46,8952
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2021",2730,18,5672
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2021",217,1,408
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2021",14,1,92
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2021",0,0,0
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2021",0,1,264
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2021",862,7,1288
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2021",1136,8,2528
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2021",2187,18,6236
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2021",1811,19,5648
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2021",2510,27,7368
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2021",502,4,1180
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2021",1265,13,2900
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2021",896,14,2588
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2021",1315,10,1980
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2021",496,8,1404
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2021",1184,16,4132
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2021",399,7,984
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2021",806,5,1772
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2021",1720,14,4596
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2021",878,16,3244
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2021",512,11,2536
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2021",500,7,1420
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2021",1200,17,3268
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2021",969,7,2080
India,Tamil Nadu,Ranipet,"Financial Year (Apr - Mar), 2021",926,12,1768
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2021",2262,19,4584
India,Tamil Nadu,Sivaganga,"Financial Year (Apr - Mar), 2021",643,11,2496
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2021",1045,14,2864
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2021",1950,21,5472
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2021",470,7,1184
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2021",1131,11,2448
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2021",1416,17,3908
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2021",640,12,1940
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2021",2620,25,6044
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2021",1543,17,3608
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2021",399,4,884
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2021",871,9,1952
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2021",1940,23,4076
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2021",1399,16,3236
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2021",1201,14,3088
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2021",1055,22,3316
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2021",1067,12,3500
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2021",683,4,1048
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2021",5383,25,7548
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2021",2723,12,4284
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2021",3543,23,5932
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2021",441,3,576
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2021",1535,7,2204
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2021",0,0,0
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2021",1234,7,1784
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2021",573,6,968
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2021",1331,9,2368
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2021",1494,9,2556
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2021",181,1,240
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2021",1177,8,1816
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2021",1715,10,2680
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2021",1743,11,2252
India,Telangana,Medak,"Financial Year (Apr - Mar), 2021",1157,7,1860
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2021",2932,16,4632
India,Telangana,Mulugu,"Financial Year (Apr - Mar), 2021",189,2,460
India,Telangana,Nagarkurnool,"Financial Year (Apr - Mar), 2021",1140,8,2084
India,Telangana,Nalgonda,"Financial Year (Apr - Mar), 2021",2295,15,3944
India,Telangana,Narayanpet,"Financial Year (Apr - Mar), 2021",593,3,768
India,Telangana,Nirmal,"Financial Year (Apr - Mar), 2021",611,3,952
India,Telangana,Nizamabad,"Financial Year (Apr - Mar), 2021",1591,10,3432
India,Telangana,Peddapalli,"Financial Year (Apr - Mar), 2021",2020,9,2616
India,Telangana,Rajanna Sircilla,"Financial Year (Apr - Mar), 2021",498,3,772
India,Telangana,Ranga Reddy,"Financial Year (Apr - Mar), 2021",2914,23,4956
India,Telangana,Sangareddy,"Financial Year (Apr - Mar), 2021",3578,18,5632
India,Telangana,Siddipet,"Financial Year (Apr - Mar), 2021",1789,10,3108
India,Telangana,Suryapet,"Financial Year (Apr - Mar), 2021",433,4,676
India,Telangana,Vikarabad,"Financial Year (Apr - Mar), 2021",638,4,956
India,Telangana,Wanaparthy,"Financial Year (Apr - Mar), 2021",618,4,832
India,Telangana,Warangal,"Financial Year (Apr - Mar), 2021",335,7,1016
India,Telangana,Yadadri Bhuvanagiri,"Financial Year (Apr - Mar), 2021",1729,12,2936
India,The Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,"Financial Year (Apr - Mar), 2021",343,1,524
India,The Dadra and Nagar Haveli and Daman and Diu,Daman,"Financial Year (Apr - Mar), 2021",122,1,220
India,The Dadra and Nagar Haveli and Daman and Diu,Diu,"Financial Year (Apr - Mar), 2021",152,1,184
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2021",357,4,1248
